Row,-5.14,-5.11,-5.08,-5.05,-5.02,-4.99,-4.96,-4.93,-4.9,-4.87,-4.84,-4.81,-4.78,-4.75,-4.72,-4.69,-4.66,-4.63,-4.6,-4.57,-4.54,-4.51,-4.48,-4.45,-4.42,-4.39,-4.36,-4.33,-4.3,-4.27,-4.24,-4.21,-4.18,-4.15,-4.12,-4.09,-4.06,-4.03,-4,-3.97,-3.94,-3.91,-3.88,-3.85,-3.82,-3.79,-3.76,-3.73,-3.7,-3.67,-3.64,-3.61,-3.58,-3.55,-3.52,-3.49,-3.46,-3.43,-3.4,-3.37,-3.34,-3.31,-3.28,-3.25,-3.22,-3.19,-3.16,-3.13,-3.1,-3.07,-3.04,-3.01,-2.98,-2.95,-2.92,-2.89,-2.86,-2.83,-2.8,-2.77,-2.74,-2.71,-2.68,-2.65,-2.62,-2.59,-2.56,-2.53,-2.5,-2.47,-2.44,-2.41,-2.38,-2.35,-2.32,-2.29,-2.26,-2.23,-2.2,-2.17,-2.14,-2.11,-2.08,-2.05,-2.02,-1.99,-1.96,-1.93,-1.9,-1.87,-1.84,-1.81,-1.78,-1.75,-1.72,-1.69,-1.66,-1.63,-1.6,-1.57,-1.54,-1.51,-1.48,-1.45,-1.42,-1.39,-1.36,-1.33,-1.3,-1.27,-1.24,-1.21,-1.18,-1.15,-1.12,-1.09,-1.06,-1.03,-1,-0.97,-0.94,-0.91,-0.88,-0.85,-0.82,-0.79,-0.76,-0.73,-0.7,-0.67,-0.64,-0.61,-0.58,-0.55,-0.52,-0.49,-0.46,-0.43,-0.4,-0.37,-0.34,-0.31,-0.28,-0.25,-0.22,-0.19,-0.16,-0.13,-0.1,-0.07,-0.04,-0.01,0.02,0.05,0.08,0.11,0.14,0.17,0.2,0.23,0.26,0.29,0.32,0.35,0.38,0.41,0.44,0.47,0.5,0.53,0.56,0.59,0.62,0.65,0.68,0.71,0.74,0.77,0.8,0.83,0.86,0.89,0.92,0.95,0.98,1.01,1.04,1.07,1.1,1.13,1.16,1.19,1.22,1.25,1.28,1.31,1.34,1.37,1.4,1.43,1.46,1.49,1.52,1.55,1.58,1.61,1.64,1.67,1.7,1.73,1.76,1.79,1.82,1.85,1.88,1.91,1.94,1.97,2,2.03,2.06,2.09,2.12,2.15,2.18,2.21,2.24,2.27,2.3,2.33,2.36,2.39,2.42,2.45,2.48,2.51,2.54,2.57,2.6,2.63,2.66,2.69,2.72,2.75,2.78,2.81,2.84,2.87,2.9,2.93,2.96,2.99,3.02,3.05,3.08,3.11,3.14,3.17,3.2,3.23,3.26,3.29,3.32,3.35,3.38,3.41,3.44,3.47,3.5,3.53,3.56,3.59,3.62,3.65,3.68,3.71,3.74,3.77,3.8,3.83,3.86,3.89,3.92,3.95,3.98,4.01,4.04,4.07,4.1,4.13,4.16,4.19,4.22,4.25,4.28,4.31,4.34,4.37,4.4,4.43,4.46,4.49,4.52,4.55,4.58,4.61,4.64,4.67,4.7,4.73,4.76,4.79,4.82,4.85,4.88,4.91,4.94,4.97,5,5.03,5.06,5.09,5.12,5.15,5.18,5.21,5.24,5.27,5.3,5.33,5.36,5.39,5.42,5.45,5.48,5.51,5.54,5.57,5.6,5.63,5.66,5.69,5.72,5.75,5.78,5.81,5.84,5.87,5.9,5.93,5.96,5.99,6.02,6.05,6.08,6.11,6.14,6.17,6.2,6.23,6.26,6.29,6.32,6.35,6.38,6.41,6.44,6.47,6.5,6.53,6.56,6.59,6.62,6.65,6.68,6.71,6.74,6.77,6.8,6.83,6.86,6.89,6.92,6.95,6.98,7.01,7.04,7.07,7.1,7.13,7.16,7.19,7.22,7.25,7.28,7.31,7.34,7.37,7.4,7.43,7.46,7.49,7.52,7.55,7.58,7.61,7.64,7.67,7.7,7.73,7.76,7.79,7.82,7.85,7.88,7.91,7.94,7.97,8,8.03,8.06
2.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,26,26,27,28,28,29,29,29,29,29,29,29,29,29,28,28,27,26,26,26,27,29,31,34,37,40,44,48,53,57,62,68,74,80,86,92,97,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,100,99,99,99,99,99,99,99,99,99,99,99,99,99,97,93,90,86,81,75,70,65,60,55,51,47,43,40,36,33,30,28,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,27,29,30,31,33,34,35,36,37,38,38,38,38,38,37,36,35,34,33,31,30,29,27,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,26,27,28,29,30,31,32,33,34,35,35,35,35,35,35,34,34,35,35,35,35,35,35,35,35,35,35,35,34,33,32,32,32,32,31,31,30,30,29,28,27,26,25,26,26,26,26,26,26,26,26,26,26,25,24
2.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,25,26,27,28,29,30,30,31,31,32,32,32,32,32,32,32,31,31,30,30,29,28,28,28,30,33,36,38,41,45,49,54,58,64,70,76,83,90,97,99,99,99,99,99,99,99,99,99,99,100,100,100,100,100,100,100,100,100,99,99,100,100,100,100,100,100,99,99,99,99,99,99,99,99,99,99,99,97,92,86,80,74,68,62,57,53,48,44,40,37,34,31,28,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,27,29,31,32,34,36,37,38,40,40,41,41,42,41,41,40,40,38,37,36,34,32,31,29,27,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,26,28,29,30,31,33,34,35,36,37,38,38,38,38,38,38,37,37,38,38,38,38,38,38,38,38,38,38,38,37,36,35,35,35,35,35,34,33,32,31,30,29,28,27,28,28,29,29,29,29,29,29,28,28,27,26
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,26,26,27,28,29,30,31,32,33,34,35,35,35,35,35,35,35,35,35,34,33,32,31,31,30,30,31,34,37,40,43,47,51,55,60,65,71,78,85,93,99,99,99,99,99,100,100,99,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99,99,100,99,99,99,99,99,99,99,97,90,83,76,70,64,58,54,49,45,41,38,35,31,29,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,27,29,31,33,35,37,38,40,42,43,44,45,45,46,45,45,44,43,42,40,38,37,35,33,31,29,27,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,27,29,30,31,33,34,36,37,38,40,40,41,41,42,42,41,41,40,40,41,41,42,41,41,41,42,41,42,41,41,40,40,38,38,38,38,38,37,36,35,34,33,31,30,30,30,31,31,32,32,32,32,31,31,30,30,29
1.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,26,27,28,29,30,30,31,33,34,35,36,37,38,38,38,38,38,38,38,38,38,37,36,35,35,34,33,32,32,35,38,42,45,49,53,57,62,67,72,78,86,94,99,99,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99,99,99,99,99,93,85,78,71,65,60,54,50,45,41,38,35,32,29,26,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,27,29,31,33,35,37,40,41,43,45,47,48,49,50,50,50,49,48,47,45,43,41,40,37,35,33,31,29,27,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,27,29,31,32,34,36,37,38,40,42,43,44,45,45,46,46,45,45,44,44,45,45,46,45,45,45,46,45,46,45,45,44,43,42,41,42,41,41,40,40,38,37,36,34,32,32,33,34,35,35,35,35,35,35,34,33,32,31
1.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,26,28,29,30,31,32,33,34,36,37,38,40,40,41,41,42,41,41,42,42,41,41,40,40,38,38,37,36,35,35,36,40,43,47,51,55,60,65,70,75,81,86,93,99,99,99,99,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99,100,99,99,99,94,86,78,72,65,60,55,50,46,42,38,35,32,29,26,26,26,26,26,26,26,25,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,27,29,31,33,35,38,40,42,45,47,49,51,53,54,54,55,54,54,53,51,49,47,45,42,40,38,35,33,31,29,27,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,27,29,31,33,35,37,38,40,42,43,45,47,48,49,50,50,50,50,49,48,48,49,50,50,50,49,50,50,50,50,50,49,48,47,45,45,46,45,45,44,43,42,40,38,37,35,35,36,37,38,38,38,38,38,38,37,36,35,34
1.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,27,29,30,31,33,34,35,36,37,38,40,42,43,44,45,45,46,45,45,46,46,45,45,44,43,42,41,40,40,38,38,38,40,44,48,53,57,62,68,74,80,86,92,97,99,99,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99,99,99,99,93,85,78,71,65,60,54,50,45,41,38,35,32,29,29,29,29,29,29,28,28,27,26,26,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,26,29,31,33,35,38,40,43,45,48,51,53,55,57,58,60,60,60,58,57,55,53,51,48,45,43,40,37,35,33,31,29,27,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,27,29,31,33,35,37,40,41,43,45,47,49,51,53,54,54,55,55,54,54,53,53,54,54,55,54,54,54,55,54,55,54,54,53,51,49,50,50,50,49,48,47,45,43,41,40,37,38,40,40,41,41,42,42,41,41,40,40,38,37
1.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,27,29,31,32,34,36,37,38,40,40,41,43,45,47,48,49,50,50,50,50,50,50,50,49,48,47,45,45,44,43,42,41,42,42,45,49,54,58,64,70,76,83,90,97,99,99,99,99,100,100,100,100,100,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,100,100,100,100,100,99,99,99,99,93,85,78,71,65,60,54,50,45,41,38,35,32,32,32,32,32,32,31,31,30,30,29,28,27,26,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,28,30,32,35,37,40,43,45,48,52,55,57,60,62,64,65,65,65,64,62,60,57,55,52,48,45,42,40,37,35,33,31,29,27,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,26,29,31,33,35,38,40,42,45,47,49,51,53,55,57,58,60,60,60,60,58,57,57,58,60,60,60,58,60,60,60,60,60,58,57,55,54,54,55,54,54,53,51,49,47,45,42,40,42,43,44,45,45,46,46,45,45,44,43,42,40
1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,27,29,31,33,35,37,38,40,42,43,44,45,47,49,51,53,54,54,55,54,54,55,55,54,54,53,51,50,49,48,47,46,45,46,46,45,50,54,60,65,71,78,85,93,99,99,99,99,100,100,100,100,100,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,100,100,100,100,100,99,99,99,94,86,78,72,65,60,55,50,46,42,38,36,35,35,35,35,35,35,35,34,33,32,31,30,29,28,27,26,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,27,29,31,34,37,40,42,45,48,52,55,58,62,65,68,70,71,72,71,70,68,65,62,58,55,52,48,45,42,40,38,35,33,31,29,26,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,28,30,32,35,37,40,43,45,48,51,53,55,57,60,62,64,65,65,65,65,64,62,62,64,65,65,65,64,65,65,65,65,65,64,62,60,58,60,60,60,58,57,55,53,51,48,45,43,45,47,48,49,50,50,50,50,49,48,47,45,43
1.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,27,29,31,33,35,37,40,41,43,45,47,48,49,51,53,55,57,58,60,60,60,60,60,60,60,58,57,55,54,54,53,51,50,50,50,50,50,51,55,60,65,72,78,86,94,99,99,99,100,100,100,100,100,100,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,100,100,100,100,100,99,99,99,94,86,78,72,65,60,55,50,46,42,40,40,38,38,38,38,38,38,38,37,36,35,34,33,31,30,29,28,27,26,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,28,30,33,36,38,41,45,48,52,55,58,63,67,70,74,76,78,78,78,76,74,70,67,63,58,55,51,48,45,43,40,37,35,32,30,28,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,27,29,31,34,37,40,42,45,48,52,55,57,60,62,65,68,70,71,72,72,71,70,68,68,70,71,72,71,70,71,72,71,72,71,70,68,65,64,65,65,65,64,62,60,57,55,52,48,47,49,51,53,54,54,55,55,54,54,53,51,49,47
